DATA IN NGS FORMAT FROM DATABASE 19MAY09XE_V002                                                 
  1.196   0.394 -0.0052  0.0006  0.0008 -0.0001     -40629.134            203404
   0.00000   0.00464    .00000    .00000    .00000    .00000              203405                
     4.900    13.700   868.700   910.000    85.800    88.000 0 0          203406                
        2.0189953870   0.00583        0.0097432535   0.00805  0           203408                
ISHIOKA   NYALES20  3C418    2019 05 10 04 03  10.0000000000              203501                
  -14375733.87292567   0.01821  -715565.9553710829   0.03710 0      I     203502                
   0.00052    .00000    .00000    .00000  -2.147300794818437       0.0    203503                
  1.133   0.115  0.0471 -0.0012  0.0155  0.0002    -719756.722            203504
   0.00000   0.01541    .00000    .00000    .00000    .00000              203505                
    26.051    -2.912   998.500  1018.400    32.717    56.785 0 0          203506                
       -0.2191805363   0.00903        0.0172309121   0.00786  0           203508                
ISHIOKA   URUMQI    3C418    2019 05 10 04 03  10.0000000000              203601                
  -10699240.17326518   0.02890   -42534.1804360929   0.02431 0      I     203602                
   0.00113    .00000    .00000    .00000  -5.664564411255042       0.0    203603                
  1.133   0.198  0.0471 -0.0012  0.0155  0.0025     195346.925            203604
   0.00000   0.00000    .00000    .00000    .00000    .00000              203605                
    26.051    12.300   998.500   792.900    32.717    42.647 0 0          203606                
        0.5778538386   0.01239        0.0388493858   0.00513  0           203608                
ISHIOKA   WETTZELL  3C418    2019 05 10 04 03  10.0000000000              203701                
  -16540906.14154449   0.00530  -778246.7259210909   0.01043 1      I     203702                
   0.00179    .00000    .00000    .00000  -2.765332998984019       0.0    203703                
  0.000   0.000  0.0000  0.0000  0.0000  0.0000          0.000            203704
   0.00000   0.00281    .00000    .00000    .00000    .00000              203705                
    26.051     8.000   998.500   937.600    32.717    99.800 0 0          203706                
        0.7390354170   0.00658        0.0315884890   0.00827  0           203708                
ISHIOKA   YEBES40M  3C418    2019 05 10 04 03  10.0000000000              203801                
  -15372387.54869247   0.00470  -989678.1027401694   0.00992 1      I     203802                
   0.00207    .00000    .00000    .00000  -2.361812162195758       0.0    203803                
  0.000   0.000  0.0000  0.0000  0.0000  0.0000          0.000            203804
   0.00000   0.00464    .00000    .00000    .00000    .00000              203805                
    26.051    13.700   998.500   910.000    32.717    88.000 0 0          203806                
        1.8562540363   0.00904        0.0519934030   0.01373  0           203808                
NYALES20  URUMQI    3C418    2019 05 10 04 03  10.0000000000              203901                
    3676503.24014226   0.00865   673032.3566060724   0.00728 0      I     203902                
   0.00378    .00000    .00000    .00000   1.624184450851606       0.0    203903                
  0.115   0.198 -0.0012 -0.0012  0.0002  0.0025     915103.646            203904
   0.01541   0.00000    .00000    .00000    .00000    .00000              203905                
    -2.912    12.300  1018.400   792.900    56.785    42.647 0 0          203906                
        0.8033106973   0.00511        0.0171271158   0.00505  0           203908                
NYALES20  WETTZELL  3C418    2019 05 10 04 03  10.0000000000              204001                
   -2165172.99262519   0.00991   -62680.3558533707   0.02018 1      I     204002                
   0.00096    .00000    .00000    .00000  -3.495263375829515       0.0    204003                
  0.000   0.000  0.0000  0.0000  0.0000  0.0000          0.000            204004
   0.01541   0.00281    .00000    .00000    .00000    .00000              204005                
    -2.912     8.000  1018.400   937.600    56.785    99.800 0 0          204006                
        0.9418260922   0.00501        0.0131673814   0.00446  0           204008                
NYALES20  YEBES40M  3C418    2019 05 10 04 03  10.0000000000              204101                
    -996657.58822238   0.00440  -274111.8351179764   0.00963 0      I     204102                
   0.00225    .00000    .00000    .00000  -4.749553393396746       0.0    204103                
  0.115   0.394 -0.0012  0.0006  0.0002 -0.0001     691464.575            204104
   0.01541   0.00464    .00000    .00000    .00000    .00000              204105                
    -2.912    13.700  1018.400   910.000    56.785    88.000 0 0          204106                
        2.0826489293   0.00414        0.0109960946   0.00607  0           204108                
URUMQI    WETTZELL  3C418    2019 05 10 04 03  10.0000000000              204201                
   -5841673.71429996   0.02036  -735712.2986094200   0.01712 0      I     204202                
   0.00160    .00000    .00000    .00000  -4.149115762446935       0.0    204203                
  0.198   0.279 -0.0012  0.0000  0.0025 -0.0000    -206103.552            204204
   0.00000   0.00281    .00000    .00000    .00000    .00000              204205                
    12.300     8.000   792.900   937.600    42.647    99.800 0 0          204206                
        0.1916812007   0.00884       -0.0164277438   0.00412  0           204208                
URUMQI    YEBES40M  3C418    2019 05 10 04 03  10.0000000000              204301                
   -4673157.65594846   0.00611  -947143.6578652472   0.00552 0      I     204302                
   0.00555    .00000    .00000    .00000  -1.270416922706260       0.0    204303                
  0.198   0.394 -0.0012  0.0006  0.0025 -0.0001    -223639.072            204304
   0.00000   0.00464    .00000    .00000    .00000    .00000              204305                
    12.300    13.700   792.900   910.000    42.647    88.000 0 0          204306                
        1.4039043442   0.00524       -0.0050663765   0.00741  0           204308                
WETTZELL  YEBES40M  3C418    2019 05 10 04 03  10.0000000000              204401                
    1168515.06226463   0.00156  -211431.5012767601   0.00329 0      I     204402                
   0.00629    .00000    .00000    .00000   1.847278786948089       0.0    204403                
  0.279   0.394  0.0000  0.0006 -0.0000 -0.0001     -17535.520            204404
   0.00281   0.00464    .00000    .00000    .00000    .00000              204405                
     8.000    13.700   937.600   910.000    99.800    88.000 0 0          204406                
        1.1384713649   0.00379        0.0076237260   0.00581  0           204408                
