DATA IN NGS FORMAT FROM DATABASE 19JAN28XA_V002                                                 
   0.00069    .00000    .00000    .00000  -2.791438369253412       0.0    290903                
  0.220   0.039  0.0047 -0.0010  0.0078  0.0004    -147863.016            290904
   0.00000  -0.01266    .00000    .00000    .00000    .00000              290905                
     4.747    -5.167  1005.000  1007.490    43.547    70.950 0 0          290906                
        0.0898089177   0.00976       -0.0103851805   0.01405  0           290908                
ISHIOKA   ONSALA60  3C418    2019 01 29 08 17   5.0000000000              291001                
   -7936525.37146097   0.02795 -1147937.4120561474   0.08587 0      I     291002                
   0.00042    .00000    .00000    .00000  -1.174692526800561       0.0    291003                
  0.220   0.042  0.0047  0.0001  0.0078 -0.0003     -21743.468            291004
   0.00000   0.00586    .00000    .00000    .00000    .00000              291005                
     4.747    -4.900  1005.000   996.600    43.547    82.152 0 0          291006                
        1.1869797433   0.01783        0.0527212362   0.02933  0           291008                
ISHIOKA   WETTZ13N  3C418    2019 01 29 08 17   5.0000000000              291101                
   -7664479.91399217   0.00650 -1219845.4883874096   0.00838 0      I     291102                
   0.00117    .00000    .00000    .00000  -5.059777571929024       0.0    291103                
  0.220   0.128  0.0047 -0.0001  0.0078 -0.0003        586.291            291104
   0.00000   0.00000    .00000    .00000    .00000    .00000              291105                
     4.747    -2.591  1005.000   935.604    43.547    99.700 0 0          291106                
        0.7114455747   0.00761       -0.0180240870   0.00621  0           291108                
ISHIOKA   WETTZELL  3C418    2019 01 29 08 17   5.0000000000              291201                
   -7667088.76029212   0.00501 -1219837.5205497353   0.00646 0      I     291202                
   0.00151    .00000    .00000    .00000  -1.408511545764847       0.0    291203                
  0.220   0.133  0.0047  0.0004  0.0078  0.0010      -1987.084            291204
   0.00000   0.00781    .00000    .00000    .00000    .00000              291205                
     4.747    -2.595  1005.000   935.605    43.547    99.705 0 0          291206                
        1.2051793987   0.00615       -0.0109933248   0.00505  0           291208                
NYALES20  ONSALA60  3C418    2019 01 29 08 17   5.0000000000              291301                
    -806598.58791906   0.01873  -238968.6697381479   0.05754 0      I     291302                
   0.00063    .00000    .00000    .00000  -5.033251422207399       0.0    291303                
  0.039   0.042 -0.0010  0.0001  0.0004 -0.0003     126119.548            291304
  -0.01266   0.00586    .00000    .00000    .00000    .00000              291305                
    -5.167    -4.900  1007.490   996.600    70.950    82.152 0 0          291306                
        1.0980309975   0.00964       -0.0226576187   0.01324  0           291308                
NYALES20  WETTZ13N  3C418    2019 01 29 08 17   5.0000000000              291401                
    -534553.96867067   0.04880  -310876.8313352542   0.13550 1      I     291402                
   0.00023    .00000    .00000    .00000  -3.734119364521523       0.1    291403                
  0.000   0.000  0.0000  0.0000  0.0000  0.0000          0.000            291404
  -0.01266   0.00000    .00000    .00000    .00000    .00000              291405                
    -5.167    -2.591  1007.490   935.604    70.950    99.700 0 0          291406                
        0.6657961259   0.01992        0.0059095399   0.01232  0           291408                
NYALES20  WETTZELL  3C418    2019 01 29 08 17   5.0000000000              291501                
    -537162.48257748   0.03671  -310868.8668778905   0.10192 0      I     291502                
   0.00030    .00000    .00000    .00000  -0.206377574065515       0.1    291503                
  0.039   0.133 -0.0010  0.0004  0.0004  0.0010     145875.932            291504
  -0.01266   0.00781    .00000    .00000    .00000    .00000              291505                
    -5.167    -2.595  1007.490   935.605    70.950    99.705 0 0          291506                
        1.1511598387   0.01509       -0.0011554371   0.00949  0           291508                
ONSALA60  WETTZ13N  3C418    2019 01 29 08 17   5.0000000000              291601                
     272044.91227146   0.00853   -71907.9430735239   0.02620 0      I     291602                
   0.00138    .00000    .00000    .00000   4.148921884319578       0.0    291603                
  0.042   0.128  0.0001 -0.0001 -0.0003 -0.0003      22329.759            291604
   0.00586   0.00000    .00000    .00000    .00000    .00000              291605                
    -4.900    -2.591   996.600   935.604    82.152    99.700 0 0          291606                
       -0.4502035736   0.00638        0.0056873224   0.01127  0           291608                
ONSALA60  WETTZELL  3C418    2019 01 29 08 17   5.0000000000              291701                
     269436.04697284   0.00658   -71900.0168131967   0.02021 0      I     291702                
   0.00178    .00000    .00000    .00000   1.626545609474070       0.0    291703                
  0.042   0.133  0.0001  0.0004 -0.0003  0.0010      19756.384            291704
   0.00586   0.00781    .00000    .00000    .00000    .00000              291705                
    -4.900    -2.595   996.600   935.605    82.152    99.705 0 0          291706                
        0.0477034800   0.00500       -0.0119349733   0.00888  0           291708                
WETTZ13N  WETTZELL  3C418    2019 01 29 08 17   5.0000000000              291801                
      -2608.85515136   0.00071        7.9796381529   0.00028 0      I     291802                
   0.00591    .00000    .00000    .00000  -2.602894553559072       0.0    291803                
  0.128   0.133 -0.0001  0.0004 -0.0003  0.0010      -2573.375            291804
   0.00000   0.00781    .00000    .00000    .00000    .00000              291805                
    -2.591    -2.595   935.604   935.605    99.700    99.705 0 0          291806                
        0.5002113541   0.00066       -0.0003677699   0.00014  0           291808                
FORTLEZA  HART15M   1954-388 2019 01 29 08 18  36.0000000000              291901                
  -17635869.97208949   0.03087   845888.2179040360   0.03777 0      I     291902                
   0.00024    .00000    .00000    .00000  -3.282094374799648       0.1    291903                
  8.194   0.593  0.1500 -0.0013 -0.0815  0.0016       4042.968            291904
   0.04525   0.00000    .00000    .00000    .00000    .00000              291905                
    24.040    19.382  1008.300   867.800   100.000    78.084 0 0          291906                
        0.0782829887   0.02933       -0.0044551380   0.02403  0           291908                
ISHIOKA   KOKEE     0552+398 2019 01 29 08 19  19.0000000000              292001                
   -4787497.21075509   0.02605   878664.7945777058   0.07524 0      I     292002                
   0.00044    .00000    .00000    .00000  -1.540613523738538       0.0    292003                
