DATA IN NGS FORMAT FROM DATABASE 19JAN02XA_V002                                                 
  0.229   0.224  0.0026  0.0008 -0.0095 -0.0001      18185.924            181104
   0.00000   0.07946    .00000    .00000    .00000    .00000              181105                
     6.483    20.745  1008.972   887.900    55.752    68.227 0 0          181106                
        0.1168400450   0.01046            -0.00292   0.00491  0           181108                
HART15M   ONSALA60  0420-014 2019 01 03 01 00  37.0000000000              181201                
    -957602.75569627   0.01079  -622575.2015253697   0.01075 0      I     181202                
   0.00062    .00000    .00000    .00000  -2.812785469603160       0.0    181203                
  3.557   0.767 -0.0140  0.0062 -0.0297  0.0337     -65136.988            181204
   0.00000   0.00045    .00000    .00000    .00000    .00000              181205                
    17.573     4.736   864.887  1030.500    86.127    53.246 0 0          181206                
        0.9904829665   0.03090             0.05916   0.02042  0           181208                
HART15M   WETTZ13N  0420-014 2019 01 03 01 00  37.0000000000              181301                
   -1869043.97384550   0.00730  -455159.1379884056   0.00595 0      I     181302                
   0.00083    .00000    .00000    .00000  -0.319063409927333       0.0    181303                
  3.557   0.250 -0.0140  0.0114 -0.0297  0.0190     -22552.287            181304
   0.00000   0.00000    .00000    .00000    .00000    .00000              181305                
    17.573    -4.000   864.887   957.823    86.127    72.730 0 0          181306                
        0.5079364271   0.01523            -0.00477   0.00818  0           181308                
ONSALA60  WETTZ13N  0420-014 2019 01 03 01 00  37.0000000000              181401                
    -911441.05384972   0.00485   167416.2023399384   0.00483 0      I     181402                
   0.00138    .00000    .00000    .00000  -2.215069456129356       0.0    181403                
  0.767   0.250  0.0062  0.0114  0.0337  0.0190      42584.701            181404
   0.00045   0.00000    .00000    .00000    .00000    .00000              181405                
     4.736    -4.000  1030.500   957.823    53.246    72.730 0 0          181406                
       -0.4994397892   0.00716            -0.00432   0.00461  0           181408                
KATH12M   YARRA12M  2008-159 2019 01 03 01 02  14.0000000000              181501                
    4398951.10412678   0.02952   -70767.3895186963   0.01341 0      I     181502                
   0.00023    .00000    .00000    .00000   3.843171816418633       0.1    181503                
  1.383   0.827 -0.0006  0.0026 -0.0010  0.0364    -154348.101            181504
   0.00000   0.00000    .00000    .00000    .00000    .00000              181505                
    31.676    21.899   993.120   982.300    61.759    50.000 0 0          181506                
       -0.0191390965   0.02525             0.00335   0.00687  0           181508                
ISHIOKA   KOKEE     0059+581 2019 01 03 01 03  24.0000000000              181601                
   -5822991.45578641   0.01389   -52539.4804262509   0.02228 0      I     181602                
   0.00061    .00000    .00000    .00000  -2.002575166961662       0.0    181603                
  0.368   0.357 -0.0190 -0.0049 -0.0115  0.0032      18185.854            181604
   0.00000   0.07596    .00000    .00000    .00000    .00000              181605                
     6.719    20.582  1008.881   887.900    55.232    68.392 0 0          181606                
        0.1394527460   0.00652             0.00566   0.00404  0           181608                
ISHIOKA   ONSALA60  0059+581 2019 01 03 01 03  24.0000000000              181701                
   -6273171.73907613   0.01105   979881.1776229793   0.02799 0      I     181702                
   0.00097    .00000    .00000    .00000  -6.093230016107505       0.0    181703                
  0.368   0.274 -0.0190 -0.0014 -0.0115  0.0026     -41597.340            181704
   0.00000  -0.00268    .00000    .00000    .00000    .00000              181705                
     6.719     4.753  1008.881  1030.500    55.232    51.802 0 0          181706                
        1.0193668647   0.01083            -0.01924   0.01691  0           181708                
ISHIOKA   SEJONG    0059+581 2019 01 03 01 03  24.0000000000              181801                
    1541308.28629169   0.00788    84336.8370677876   0.01405 0      I     181802                
   0.00113    .00000    .00000    .00000   4.519491428940288       0.0    181803                
  0.368   0.604 -0.0190 -0.0075 -0.0115  0.0085     -59982.749            181804
   0.00000   0.00000    .00000    .00000    .00000    .00000              181805                
     6.719    -4.019  1008.881  1005.600    55.232    50.688 0 0          181806                
        0.8502163885   0.04086            -0.01192   0.01564  0           181808                
ISHIOKA   WETTZ13N  0059+581 2019 01 03 01 03  24.0000000000              181901                
   -4057507.16568947   0.00712  1061505.0189459596   0.01059 0      I     181902                
   0.00115    .00000    .00000    .00000  -1.218399660820669       0.0    181903                
  0.368   0.138 -0.0190 -0.0070 -0.0115  0.0027        987.515            181904
   0.00000   0.00000    .00000    .00000    .00000    .00000              181905                
     6.719    -3.981  1008.881   957.919    55.232    72.689 0 0          181906                
        0.5801879474   0.00625            -0.00742   0.00561  0           181908                
KOKEE     ONSALA60  0059+581 2019 01 03 01 03  24.0000000000              182001                
    -450174.24780506   0.02008  1032420.4067925266   0.05086 0      I     182002                
   0.00053    .00000    .00000    .00000  -1.289667449487843       0.0    182003                
  0.357   0.274 -0.0049 -0.0014  0.0032  0.0026     -59783.194            182004
   0.07596  -0.00268    .00000    .00000    .00000    .00000              182005                
    20.582     4.753   887.900  1030.500    68.392    51.802 0 0          182006                
        0.8896079764   0.01061            -0.00100   0.01240  0           182008                
KOKEE     SEJONG    0059+581 2019 01 03 01 03  24.0000000000              182101                
    7364300.57812100   0.01089   136875.8820999793   0.01941 0      I     182102                
   0.00082    .00000    .00000    .00000   3.462363482671003       0.0    182103                
  0.357   0.604 -0.0049 -0.0075  0.0032  0.0085     -78168.603            182104
   0.07596   0.00000    .00000    .00000    .00000    .00000              182105                
    20.582    -4.019   887.900  1005.600    68.392    50.688 0 0          182106                
        0.6558333776   0.02498            -0.00806   0.00954  0           182108                
KOKEE     WETTZ13N  0059+581 2019 01 03 01 03  24.0000000000              182201                
